-2.887228164679012110e-01,8.889548706645378218e-02,-2.917150948836155777e-01,-5.429455444554420751e-02,1.164813280803644879e-01,1.808572618560599921e-01,-3.854277148213069992e-01,-2.343446017241568313e-01,1.007624543777674297e-01,9.175326980597975357e-01,-1.606749346061864259e-01,-4.785606300182987383e-01,2.230429920328069748e-01,9.649235740621930901e-02
1.378633374300175518e+00,1.292519654379620242e+00,1.164042144337240625e+00,1.008869772037890300e+00,1.068750345674962521e+00,2.620130439443979498e-01,2.098533356552634288e-02,1.082834092731577158e+00,2.915504236555066520e-01,2.981961464986637722e-01,3.402927583636028430e-01,1.984238564174622965e-01,-9.336451235506526558e-02,-1.908804559986654326e-01
3.882351476773682197e+00,3.032117409061663160e+00,2.757358188353131734e+00,2.343876921097332033e+00,2.082043135864553030e+00,1.822519448317683199e+00,1.411275670620004696e+00,1.362626801565380852e+00,1.311002081735812563e+00,-1.627072229474002540e-01,4.427444893797316539e-01,4.976508050929417948e-01,4.068580404785304694e-01,4.315962869458900286e-02
7.413275983965428750e+00,5.998382310557559549e+00,5.678854110938480915e+00,4.356696309658126154e+00,3.900764892120101024e+00,3.014660361950027845e+00,2.728316470014457984e+00,2.406993730260442721e+00,2.233182348368278891e+00,1.917287999433858747e+00,2.006173606799321885e+00,1.012018499223321655e+00,1.140193134400313557e+00,8.190690136220535322e-01
1.189349034657640658e+01,9.981013342381983122e+00,8.584071156986961881e+00,7.799446351439831560e+00,6.365174521488192738e+00,5.614294053516733385e+00,4.639098461558733177e+00,4.720985862960747070e+00,4.129933515948048139e+00,3.050550559251052896e+00,3.077684909901867716e+00,1.950339624581309828e+00,1.496892726196419332e+00,1.240480113555453290e+00
1.696775234624060502e+01,1.490007696331785425e+01,1.249780511207355715e+01,1.106568187721381769e+01,8.849567662120449540e+00,8.339483681112291436e+00,6.622744787444423409e+00,5.363201023558527680e+00,5.004674888369875063e+00,3.600302109600528322e+00,4.143517090619108778e+00,2.362227514478132395e+00,1.992908738989207507e+00,1.803604607225706147e+00
2.370648779642518988e+01,2.028175126456470778e+01,1.665996367633647424e+01,1.457694545504899608e+01,1.247981821252684931e+01,1.088255221299674247e+01,9.500791721692070979e+00,7.752079720904148097e+00,6.477527201022237335e+00,5.476948506836320618e+00,4.452454999285948567e+00,3.983060297347484902e+00,3.365371670030070650e+00,2.635218012216389294e+00
2.972762336231352620e+01,2.557397575365316555e+01,2.150790260407935506e+01,1.845862310288883634e+01,1.615949730030579090e+01,1.340234279621367364e+01,1.173248658380819975e+01,1.003939583512967104e+01,8.450190744332397585e+00,7.322724067711972040e+00,5.753388607500742324e+00,5.221931724037476741e+00,3.927257724093324853e+00,3.200183604393569414e+00
3.676397527651008801e+01,3.068528001628535407e+01,2.605259223478116937e+01,2.263016315273416268e+01,1.936260297175558165e+01,1.660757483288846004e+01,1.394799487288215190e+01,1.274505489306163497e+01,1.054772549855880115e+01,9.228151625053392593e+00,7.332626327318170212e+00,5.195097830469141975e+00,4.321411883827486200e+00,3.767114058374687602e+00
4.260721679682084329e+01,3.591932852456145753e+01,3.146833641110703539e+01,2.687907529266962925e+01,2.308461533005675648e+01,1.920367598255857544e+01,1.691476034195639144e+01,1.434116830012163213e+01,1.224456882938326174e+01,1.032240933175495634e+01,8.238407171991923406e+00,7.031042351448746786e+00,5.459792503827010535e+00,3.790950369426349109e+00
4.959911637248352179e+01,4.176930285562345802e+01,3.544929141339561340e+01,3.047452011471420974e+01,2.616274288892974553e+01,2.257961889853497084e+01,1.931169698375554589e+01,1.676208144784821030e+01,1.435415902351182638e+01,1.103666670631768909e+01,9.753209821853570105e+00,8.227667953350747965e+00,5.998267182471694881e+00,4.987914866576392825e+00
5.590007763920043260e+01,4.689148864067755085e+01,3.958504489294962525e+01,3.426913377952748618e+01,2.920030485787827956e+01,2.567321381120810742e+01,2.156585449932707377e+01,1.899034286034289210e+01,1.579793053376597989e+01,1.343037296361950794e+01,1.058786577936226081e+01,9.183038309083070061e+00,7.440803508230220409e+00,5.829576934157598700e+00
6.150478495067230966e+01,5.203285446275059201e+01,4.421520146046773192e+01,3.781329795548418105e+01,3.265271186718203467e+01,2.750521328789315945e+01,2.419516767097462662e+01,2.034232140228458974e+01,1.730053257229383590e+01,1.481008658634060993e+01,1.223431213117530625e+01,1.002749544371177493e+01,7.874006720935666337e+00,6.922631216939456600e+00
6.771654431846806688e+01,5.632757876258806107e+01,4.786190168461238414e+01,4.093307034518426235e+01,3.555886241567768025e+01,3.077641002124065039e+01,2.627186207407088503e+01,2.282179616879905737e+01,1.902645305287637001e+01,1.626662480793087440e+01,1.333745600399159947e+01,1.033934742081933322e+01,9.314185910108040645e+00,6.778120447895741307e+00
7.249214249491097917e+01,6.072468376941542090e+01,5.128438535297730283e+01,4.385312182004740578e+01,3.833725484946631923e+01,3.245508649542306046e+01,2.806852432200884806e+01,2.399355802262202886e+01,2.079854747433347484e+01,1.676539938620202719e+01,1.485676889481802831e+01,1.204654411616100695e+01,9.398853395415141421e+00,7.907191011504732359e+00
