-1.377517695851926405e-01,4.537495170855998516e-01,1.936531694864629394e-01,-1.580820950204175901e-01,1.436831523727866156e-01,1.434628329282316983e-01,-3.227618360297501710e-02,2.427043483808177804e-01,1.671262712106269532e-01,2.574913513484489158e-01,-5.162373644770790193e-01
-1.668676761032550360e-01,5.644177588983834148e-01,3.195926209845656452e-01,3.133295716365558370e-01,3.733776184137505005e-01,2.151320422382640984e-01,1.186138125831182055e+00,1.069425718194916275e+00,1.068174623514273058e+00,1.142253452192232288e+00,1.418362688840135721e+00
-1.329461142053567357e-01,7.076492282969248926e-01,7.848066017872801226e-01,1.830271130246241551e+00,1.421307698627938265e+00,1.649863404658424848e+00,2.395249209971506144e+00,2.479905914627433816e+00,2.531778352863822690e+00,3.240849231375486639e+00,3.334051997676257262e+00
3.931623734209521714e-01,1.168739451771239057e+00,1.792009009965833677e+00,1.983795066763605064e+00,2.626025639078199969e+00,3.744077162168657491e+00,4.410413021357406649e+00,5.370197208457161864e+00,6.184392861430032085e+00,7.320561868139840556e+00,7.220130410168867918e+00
2.266942378151837190e-01,1.586468121813722210e+00,2.485390600489101320e+00,4.449028161844548634e+00,6.031700113325733525e+00,7.086976546995227721e+00,7.741428643903269347e+00,9.002173047045525678e+00,1.026113318422664555e+01,1.120887590758099606e+01,1.224980358849050432e+01
1.391761329439300532e-01,2.177022957719576546e+00,4.288940706471944253e+00,6.096451511735034856e+00,8.524698112348005452e+00,9.811801648885031923e+00,1.153827869310534204e+01,1.365547077998342473e+01,1.446541344320004896e+01,1.599953729013369141e+01,1.764296900430675308e+01
1.678228364604628098e-01,2.863513835607522928e+00,5.957087262302252384e+00,9.065246644133683418e+00,1.122048782620199603e+01,1.344367287435039771e+01,1.553115996394934761e+01,1.780185097888883305e+01,2.021302137209825034e+01,2.213791354267227263e+01,2.368470954770034353e+01
-4.085292855878552842e-01,3.771066620312435447e+00,7.804695213906686746e+00,1.184647590697155373e+01,1.471211677468939882e+01,1.780447491283704409e+01,2.061145207151248115e+01,2.290922081168545077e+01,2.585404309174845849e+01,2.785694842874925214e+01,2.995319919349126536e+01
4.479890526342122925e-02,5.732615090860071483e+00,9.807229054737131690e+00,1.443513063832696552e+01,1.842752728560866871e+01,2.207839237846229707e+01,2.561546409490802390e+01,2.858479221671362680e+01,3.160061698500193827e+01,3.411027001968359684e+01,3.659324930960329425e+01
5.398485411028608461e-01,6.815480627401704794e+00,1.265408454278072981e+01,1.762391834474970054e+01,2.243641681137610178e+01,2.720293545859333761e+01,3.062369225038549203e+01,3.452399705928340978e+01,3.718247850420866030e+01,4.063359400842683300e+01,4.323586899829476948e+01
-4.638707429010180405e-01,8.299871224474998144e+00,1.493013073274178737e+01,2.096299185721388625e+01,2.698713225420055295e+01,3.173029587910269811e+01,3.591177056650006705e+01,4.011331052079511750e+01,4.329363370558283464e+01,4.678080325044262366e+01,4.955017891858517487e+01
2.867454014321424438e-02,9.743848894458984944e+00,1.798433636667709123e+01,2.479896155099002897e+01,3.103961865038057510e+01,3.641992696793705875e+01,4.150386586755209350e+01,4.565593027406434601e+01,4.988426864324673460e+01,5.281575148424087018e+01,5.577532948413870173e+01
3.616770427780413577e-01,1.107910952174544406e+01,2.060967845138139865e+01,2.861068815401615240e+01,3.587303882668712873e+01,4.148943132102138520e+01,4.657309310576849271e+01,5.130970907550302940e+01,5.475824086822718328e+01,5.848836100199192600e+01,6.194972096909504700e+01
1.403058452157601721e-01,1.282862220833125377e+01,2.409729849193330509e+01,3.226167790977964955e+01,4.075306850212585630e+01,4.653247009605142637e+01,5.196910017779523372e+01,5.690040610362640905e+01,6.040762539737125536e+01,6.414769041184065657e+01,6.753375628911547324e+01
-1.201601723025413904e-01,1.483566151656305898e+01,2.693241700912390968e+01,3.686480900151125439e+01,4.519247751002254176e+01,5.128465311485781797e+01,5.705711263758751528e+01,6.164011367775859185e+01,6.602999403877899454e+01,6.941877256488436387e+01,7.235906982671903620e+01
