-8.708940200614634364e-02,1.705025072630855831e+01,3.073430467922351284e+01,4.079122311159413528e+01,4.811788050134502015e+01,5.440586396287003623e+01,5.918620537098509260e+01,6.314764846710826163e+01,6.714638400442758837e+01,7.020395910670097805e+01,7.222402544879918196e+01
6.222170455467135319e-01,1.000991078106759957e+01,1.648510815174821786e+01,2.331778023895969554e+01,2.781158001156794768e+01,3.198703833803782004e+01,3.615093598274145847e+01,3.816116644817265779e+01,4.116216096296250981e+01,4.376391299726042661e+01,4.557649230508648230e+01
-4.551677315747015840e-01,7.319388400409831519e+00,1.274949896653091486e+01,1.808391740735324404e+01,2.200909106781769964e+01,2.558425765643732674e+01,2.893671352820988929e+01,3.072816123353106121e+01,3.314759598159493237e+01,3.492689191277221994e+01,3.657416093148194847e+01
-2.467937969977018753e-01,6.136257116049137039e+00,1.055518378871715868e+01,1.533887839553149668e+01,1.781315965992827799e+01,2.063115892951146080e+01,2.378588721495124148e+01,2.587914016072548762e+01,2.759623899547848325e+01,2.906865036978058114e+01,3.048980675348493818e+01
2.902860607845170193e-03,4.788774184308408621e+00,9.125561715409801877e+00,1.265999801686513671e+01,1.549498501436453779e+01,1.778223997860055761e+01,1.966850062891894879e+01,2.159189792895247351e+01,2.339167617610871019e+01,2.538393096754534284e+01,2.623380315434373955e+01
4.885843988729043907e-01,4.107019899483810299e+00,7.869769086856114981e+00,1.031228896094720326e+01,1.309903434981617387e+01,1.531355691459617141e+01,1.747635071964265308e+01,1.884992200295408793e+01,2.018991608052389353e+01,2.224117886578963521e+01,2.232775480194523254e+01
-2.577539687866226004e-01,3.786616315623714257e+00,6.940840903460376410e+00,8.957697002772423645e+00,1.132110955412157693e+01,1.363696539993726198e+01,1.451549683749097142e+01,1.659569483625479336e+01,1.773161488082971715e+01,1.906172436481404731e+01,2.020476288102080886e+01
5.697988785867691419e-02,3.013600936795224339e+00,5.809140161544612546e+00,7.588338043524700538e+00,9.034308893708098864e+00,1.182086284591663627e+01,1.298302676471977435e+01,1.416375807917317253e+01,1.566095238824276592e+01,1.671399369231436793e+01,1.778816541826417819e+01
1.347631125898640647e-02,2.468319080325109827e+00,4.726777071749355130e+00,6.507230167840305057e+00,8.856135264305075694e+00,9.985944465120134339e+00,1.158235287922236800e+01,1.227020455405533106e+01,1.358430503577723414e+01,1.474375156432432554e+01,1.515350899222760361e+01
-3.148820686148523507e-01,2.353338844796348805e+00,4.281271218410820367e+00,6.102714211786230969e+00,7.227661377700711043e+00,8.691045766222394775e+00,9.779168538457817306e+00,1.098772231398998933e+01,1.193334896577631454e+01,1.277747322613905823e+01,1.373178441225174673e+01
-4.088501621553497500e-01,1.823533483229200503e+00,3.785065629390316211e+00,4.874304272583430020e+00,5.677923683315000858e+00,6.861431912631433150e+00,8.464318234584888856e+00,9.386935856094879682e+00,9.696633344825144718e+00,1.167165153264115851e+01,1.163885782841424010e+01
1.677518020306689728e-01,1.711887786994037430e+00,2.867388029559081453e+00,5.160376180037006932e+00,5.851158165882896611e+00,6.619052024068706075e+00,7.456615684416423306e+00,8.434501014261829965e+00,8.820048038430240211e+00,9.495412893529254106e+00,1.018200994644635671e+01
-1.915502143990277517e-01,1.492126845222430109e+00,3.080950572889928907e+00,3.966165441527080837e+00,4.992049275984610901e+00,4.755790898054879534e+00,5.697909277566126640e+00,7.250362748296589999e+00,8.015577369374327077e+00,8.665006914622274792e+00,9.404032158957441823e+00
-1.149181176515190472e-01,9.359745524130769212e-01,2.579359336424036364e+00,3.270141894085543122e+00,4.440289993081513842e+00,5.202024858100240401e+00,5.793426960461667719e+00,6.134090447794948275e+00,6.857546619935439125e+00,7.376643490013012894e+00,8.237344969187333277e+00
