-9.548356179056582960e-04,-6.258390451610695848e-01,4.183743217323065977e-02,2.868740290781213176e-01,-1.712335251552010718e-01,-2.358920121526386637e-01,4.819200168154735842e-01,-1.566916297313980522e-01,4.294889772703092135e-01,3.850940749231535065e-02,-8.937596203100195424e-02,-1.156478826766615953e-01,2.155530007892036970e-01,5.642923617606432352e-01
1.336936380019615456e+00,5.199030567131113223e-01,2.135441643691060598e-01,3.463832629672758401e-01,9.754556798578728483e-01,5.630521255147069581e-01,-2.045358073152758749e-02,5.383676922137481391e-01,7.712919403842777299e-02,-2.544731680493628190e-01,1.377282905087429121e-01,7.304290682947578439e-01,3.664133088592813614e-01,3.039918068663771678e-01
3.733905823450256456e+00,2.496716979534940872e+00,1.500945597511338381e+00,1.445853542746000642e+00,1.629750469874291507e+00,1.285021397623997697e+00,8.875397254860861729e-01,1.068145099905026818e+00,7.469798539121219605e-01,8.804877393354559878e-01,6.355707261865184421e-01,7.974202273380970318e-01,1.717157827204385256e-01,2.001508612479052651e-01
8.080254175437783459e+00,4.657261283761837234e+00,3.751917617079614242e+00,2.995407483719869646e+00,2.450040655409535528e+00,2.145884970327316399e+00,2.123638310738606982e+00,1.920582713270857500e+00,1.397655336423098138e+00,1.552035095540782450e+00,1.076905593950450157e+00,8.429329256546269633e-01,6.300943575101802807e-01,6.149120988900969031e-01
1.291311621600427273e+01,7.815578861522187282e+00,6.274454604805235647e+00,4.844753112377642168e+00,4.449204222261804453e+00,3.876693734322023133e+00,3.150377570707152408e+00,3.052268250008582928e+00,2.298449997598650540e+00,2.357742472777124565e+00,2.017132750289896137e+00,1.537544595895790067e+00,8.560949027240138953e-01,1.352233269837910257e+00
1.836399287807638459e+01,1.048490465945162242e+01,8.529756659083155057e+00,7.050848584969571675e+00,6.286645562122417097e+00,5.286109229687907529e+00,4.727787878577260905e+00,4.081586557827798778e+00,3.261446679478896549e+00,3.031533904296213056e+00,2.350105881677400088e+00,2.056195900385249242e+00,1.590415805937739346e+00,1.471322315486944809e+00
2.421747623955402418e+01,1.418793180332835746e+01,1.128030416023823079e+01,9.571549021152126357e+00,7.990252291081356262e+00,7.017638358757027461e+00,6.239997268051689083e+00,5.685117602957568295e+00,4.700620050685156315e+00,3.857659597448648281e+00,3.367781705128780612e+00,2.599984531904320217e+00,2.706371639665805517e+00,2.317254836431725806e+00
3.099502903286657229e+01,1.828476852963970600e+01,1.479901640243841499e+01,1.211948401482710835e+01,1.046293102465951641e+01,8.997282484020630022e+00,7.852513581407927212e+00,6.641112382764669420e+00,5.546621398829376659e+00,5.457983302869595654e+00,4.391440560265246873e+00,4.272189631246281039e+00,3.278359114548845543e+00,2.823995709616866634e+00
3.717065518195695972e+01,2.255670984444079252e+01,1.736435643120917049e+01,1.524858085607320213e+01,1.240783497383799450e+01,1.103739986940823670e+01,9.440669970479643069e+00,8.175926887522976472e+00,7.200903486877563431e+00,6.089588341513096914e+00,5.306307645211704838e+00,4.861457290067194847e+00,4.287745961853872245e+00,3.347808849046363111e+00
4.341015082707553319e+01,2.629132498673161322e+01,2.136818559721366384e+01,1.749606479057010944e+01,1.511209291497605989e+01,1.269223997918866864e+01,1.126541731910791810e+01,9.486196011721116150e+00,8.770501322096091457e+00,7.238041971091013771e+00,6.268844988975641463e+00,5.503277645595582968e+00,4.035590710914127577e+00,4.342986956796057285e+00
4.991323943902726512e+01,3.071354813526241401e+01,2.414987574937977755e+01,2.078041682587144123e+01,1.748987045339131896e+01,1.553915058202236565e+01,1.267224444785275494e+01,1.080559850691215118e+01,1.007549999859355161e+01,8.581858657611752150e+00,7.247785267494332828e+00,6.789867734460042215e+00,5.959582865963286125e+00,5.177451770457830449e+00
5.590866712783197556e+01,3.468855917479218931e+01,2.784454612728239908e+01,2.318802632700987942e+01,1.951318886959744248e+01,1.672492826263871635e+01,1.473720038941839228e+01,1.309667306403627940e+01,1.131845455819257040e+01,1.035606576944665491e+01,8.939599100024741674e+00,7.246035393132521207e+00,5.815006540892298403e+00,5.542450608099890985e+00
6.204567216708187516e+01,3.878794925116842052e+01,3.050611684469692975e+01,2.573161853263418308e+01,2.225289798526202034e+01,1.904688846210057562e+01,1.628493014675133210e+01,1.477083243097780851e+01,1.267180772628743135e+01,1.126948710097902584e+01,9.493273440127724783e+00,8.438826045383173380e+00,7.501866041887595316e+00,6.058642038564732601e+00
6.738815311825906917e+01,4.182632222040619752e+01,3.379944456015356025e+01,2.854145554392040296e+01,2.437231436118850780e+01,2.114091355999046939e+01,1.902966395280171241e+01,1.558398944402722464e+01,1.431265333963156472e+01,1.219301614076974083e+01,1.087013110274686056e+01,9.637221095292602513e+00,8.237256636114908659e+00,7.152337704415712594e+00
7.266246238136686486e+01,4.610634743356460064e+01,3.708142413567354367e+01,3.101759215729945751e+01,2.701362709927106565e+01,2.376191938597456144e+01,2.072415570984820121e+01,1.750183470119925744e+01,1.542625884774617617e+01,1.389437148905006225e+01,1.129023294969829827e+01,9.998600846307880374e+00,9.588006654804958728e+00,8.269726438951074954e+00
