1.349085420855322681e-02,-5.823165867451240985e-02,1.268991775794647836e-02,-1.212053001635737814e-02,4.343831648478957419e-03,3.429176526197341701e-02,3.671753005065614417e-02,-4.214710503669394370e-03,1.850886883122404569e-02,2.515426485090177522e-02,-5.289849688661085736e-03,-7.838535211082131582e-02,6.253792373249744685e-02,-1.141875673082992648e-02
5.962291620109194668e-01,5.604399323047792869e-01,5.469267693076540482e-01,4.926308466857931556e-01,4.127600151311527910e-01,3.523002705123401412e-01,4.502341392146003152e-01,3.821175184395397828e-01,2.736607205316210489e-01,2.748696621392654471e-01,3.136473000074246897e-01,3.369230195491179636e-01,2.527761915823489858e-01,2.868288582340894344e-01
2.169491831953440641e+00,1.781689424600718663e+00,1.555966624792692876e+00,1.436144470911993043e+00,1.282323546071539866e+00,1.190203693580316191e+00,1.209741843218881119e+00,1.079836938054923312e+00,1.055806856138519212e+00,9.179134635925567665e-01,9.500204985298021931e-01,9.086429958389152794e-01,7.962375793287623793e-01,7.434401530055256835e-01
4.247410440918198304e+00,3.425349409241229548e+00,3.016355365344847161e+00,2.815833042349791260e+00,2.576916227852454888e+00,2.502150333014574457e+00,2.250869932807597618e+00,2.151953737247858101e+00,2.024034168339994277e+00,1.875894350748652517e+00,1.841664760488259667e+00,1.748948387161619600e+00,1.616896904085629583e+00,1.504694129233874467e+00
6.710483543245649329e+00,5.554195113618687785e+00,5.031659489423612186e+00,4.647745031795214032e+00,4.250386271648509684e+00,3.978889325280143829e+00,3.671083301595667869e+00,3.427517342924502053e+00,3.217432850382206944e+00,3.095634377852485297e+00,2.930614476981507899e+00,2.835129146956216761e+00,2.627609465649827225e+00,2.473783003568386096e+00
9.777125607273962515e+00,7.983187591519369519e+00,7.224535368315587291e+00,6.654580461243309486e+00,6.202303033804989596e+00,5.771439774067421702e+00,5.331505844368422231e+00,5.094616328379708570e+00,4.750480149415414743e+00,4.588737400028774616e+00,4.227478633280002285e+00,4.048910311498965520e+00,3.792439184390183904e+00,3.596991848650421542e+00
1.306450746128724560e+01,1.082964733918331213e+01,9.692367633770260227e+00,8.965727812288893261e+00,8.375205664669227446e+00,7.686687940185422008e+00,7.340169356798742939e+00,6.865419007416894814e+00,6.495910519093317959e+00,6.108678767413588950e+00,5.752974222559414486e+00,5.438532414853913366e+00,5.095146335004274718e+00,4.853317693766445728e+00
1.661202359149675090e+01,1.385923572165227391e+01,1.244886562078012560e+01,1.160624318190835957e+01,1.067230206956672944e+01,1.001488190244038634e+01,9.533412400560470346e+00,8.941053186518320928e+00,8.318947463294890099e+00,7.897655271700198654e+00,7.456668308123259870e+00,6.976282899369435242e+00,6.644149448895452892e+00,6.305452722848780667e+00
2.015151008478267514e+01,1.692570436114528931e+01,1.544686322999162442e+01,1.424917803291333485e+01,1.334099565101427487e+01,1.248445196929136536e+01,1.169721090808479858e+01,1.101644753148620737e+01,1.037994070024899074e+01,9.821859434761403662e+00,9.291855573045193495e+00,8.668363152992352383e+00,8.168144045831960298e+00,7.724223934390650470e+00
2.387916204402424825e+01,2.039149210283366287e+01,1.858213374297387332e+01,1.712685939394208390e+01,1.594337866694640660e+01,1.488504423257467302e+01,1.404533899621385196e+01,1.329526499593647415e+01,1.243469531116236837e+01,1.176130658625442749e+01,1.111342748762774768e+01,1.042447548897683696e+01,9.999015325299986046e+00,9.373345257791509511e+00
2.752505967008011112e+01,2.372537611937339719e+01,2.162481088460406298e+01,1.993801757117233819e+01,1.856245153917140911e+01,1.746437831260462303e+01,1.645914613305092900e+01,1.553410696151437165e+01,1.465151605315427830e+01,1.383788142022450707e+01,1.296497306145003492e+01,1.233478367519378338e+01,1.174067482216227809e+01,1.102168903266744771e+01
3.104554404276349544e+01,2.695070664168143182e+01,2.452162100809760403e+01,2.275203269701705366e+01,2.139618358977061163e+01,1.992268417725855301e+01,1.890656090737158479e+01,1.781786879188409500e+01,1.673748454982255751e+01,1.588987301922183448e+01,1.511436210718055762e+01,1.423193912972396902e+01,1.350321609750416663e+01,1.273144202979590389e+01
3.454364262713865941e+01,2.983920461276281344e+01,2.739711562378717247e+01,2.542740299158973016e+01,2.381021185512815919e+01,2.252783242001753550e+01,2.119349315120954103e+01,2.002556303223250822e+01,1.903309855329115052e+01,1.785063252747275442e+01,1.699014104596557928e+01,1.609246508568596923e+01,1.529053071848102086e+01,1.445074510835416781e+01
3.793108554467580262e+01,3.198898870420515550e+01,2.924592221884376642e+01,2.766674504196923223e+01,2.618877413780468189e+01,2.470867040006717730e+01,2.340950316733847458e+01,2.215146991852732228e+01,2.104261933930649064e+01,1.992562942864254438e+01,1.897122831619578776e+01,1.796406088955215807e+01,1.700303597742630757e+01,1.612608766748848765e+01
4.103041826403310921e+01,3.304532135849864716e+01,3.056169460762190226e+01,2.923324250449169526e+01,2.782318995347141666e+01,2.661050298795903757e+01,2.544215290992681844e+01,2.425865208522874994e+01,2.302219415177713202e+01,2.198517011730866244e+01,2.083819879125846697e+01,1.992220090624861228e+01,1.886535120285508427e+01,1.792600003801918618e+01
